CustomerID,OrderID,Date,Full_Name,CustomerCity,CustomerState,ProdNumber,CategoryID,CategoryName,CategoryAbbreviation,ProdName,Category,TotalQuantity,TotalRevenue,TotalPrice
99,525,22/04/2020,"Marjie Bodesson",Rochester,"New York",EB502,4,eBooks,EB,"Building Your First Robot",4,3,72,24
99,87,20/01/2020,"Marjie Bodesson",Rochester,"New York",EB518,4,eBooks,EB,"Single Rotor Drones",4,1,14,14
102,1504,19/11/2020,"Carmine Cruz","San Francisco",California,TV813,7,"Training Videos",TV,"Virtual Reality Basics",7,3,87,29
102,1185,12/09/2020,"Carmine Cruz","San Francisco",California,RS707,6,Robots,RS,"RXW-9807 Robot",6,5,2995,599
106,594,09/05/2020,"Marijn Alden","New Orleans",Louisiana,EB516,4,eBooks,EB,"RTF Drones",4,4,64,16
107,1140,02/09/2020,"Aurea Bluschke","San Jose",California,RK606,5,"Robot Kits",RK,BYOR-3535,5,1,225,225
107,452,03/04/2020,"Aurea Bluschke","San Jose",California,DS302,3,Drones,DS,"DC-304 Drone",3,3,1185,395
109,2279,04/05/2021,"Maryl Mathet",Charlotte,"North Carolina",DS305,3,Drones,DS,"DTI-84 Drone",3,4,1820,455
109,1250,24/09/2020,"Maryl Mathet",Charlotte,"North Carolina",EB518,4,eBooks,EB,"Single Rotor Drones",4,5,70,14
111,1240,22/09/2020,"Neil Pitsall","Port Saint Lucie",Florida,BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,3,33,11
112,1184,11/09/2020,"Myriam Ravenscroftt",Omaha,Nebraska,TV808,7,"Training Videos",TV,"Robotic Essentials",7,3,102,34
113,1704,03/01/2021,"Angelico Mytton",Lawrenceville,Georgia,RS706,6,Robots,RS,"RWW-75 Robot",6,3,2649,883
113,1629,18/12/2020,"Angelico Mytton",Lawrenceville,Georgia,BP108,1,Blueprints,BP,"Panda Robot Blueprint",1,4,28,7
114,395,23/03/2020,"Maureen Tolliday",Peoria,Illinois,EB506,4,eBooks,EB,"Delta Robots",4,4,64,16
119,2274,03/05/2021,"Haleigh Coulter",Inglewood,California,RS706,6,Robots,RS,"RWW-75 Robot",6,4,3532,883
119,274,25/02/2020,"Haleigh Coulter",Inglewood,California,RS703,6,Robots,RS,"RCB-889 Robot",6,3,1647,549
120,2041,13/03/2021,"Moe Faulo","Boca Raton",Florida,RS703,6,Robots,RS,"RCB-889 Robot",6,2,1098,549
122,849,01/07/2020,"Bary Daniely","Corpus Christi",Texas,RS706,6,Robots,RS,"RWW-75 Robot",6,4,3532,883
125,723,01/06/2020,"Joey Woodier","Saint Petersburg",Florida,RK604,5,"Robot Kits",RK,BYOR-2640S,5,2,378,189
126,2129,02/04/2021,"Christoforo Lanney",Canton,Ohio,EB512,4,eBooks,EB,"Multi Rotor Drones",4,5,120,24
126,719,31/05/2020,"Christoforo Lanney",Canton,Ohio,EB516,4,eBooks,EB,"RTF Drones",4,4,64,16
126,253,20/02/2020,"Christoforo Lanney",Canton,Ohio,DK205,2,"Drone Kits",DK,BYOD-350,2,5,445,89
127,1870,06/02/2021,"Riccardo McMurtyr",Albany,"New York",EB512,4,eBooks,EB,"Multi Rotor Drones",4,3,72,24
127,1158,05/09/2020,"Riccardo McMurtyr",Albany,"New York",EB518,4,eBooks,EB,"Single Rotor Drones",4,1,14,14
128,810,22/06/2020,"Norman Foale",Englewood,Colorado,RS705,6,Robots,RS,"RQTE-554 Robot",6,4,2736,684
130,1083,22/08/2020,"Heidie Winyard",Saginaw,Michigan,DS301,3,Drones,DS,"DA-SA702 Drone",3,5,1995,399
131,729,02/06/2020,"Jaclyn Cleaton","New York City","New York",DS304,3,Drones,DS,"DTE-QFN20 Drone",3,4,1000,250
132,237,16/02/2020,"Jerrilyn Doubrava","Saint Louis",Missouri,DS302,3,Drones,DS,"DC-304 Drone",3,5,1975,395
133,521,20/04/2020,"Roby Pitts",Savannah,Georgia,EB513,4,eBooks,EB,"Photograph Drones",4,3,42,14
133,289,28/02/2020,"Roby Pitts",Savannah,Georgia,EB511,4,eBooks,EB,"Helicopter Drones",4,5,100,20
133,62,13/01/2020,"Roby Pitts",Savannah,Georgia,EB508,4,eBooks,EB,"Fixed Wing Drones",4,4,60,15
134,1942,20/02/2021,"Abramo Jentzsch",Fullerton,California,TV801,7,"Training Videos",TV,"Aerial Security",7,5,180,36
134,958,22/07/2020,"Abramo Jentzsch",Fullerton,California,RK607,5,"Robot Kits",RK,BYOR-4005,5,4,980,245
134,339,09/03/2020,"Abramo Jentzsch",Fullerton,California,RS702,6,Robots,RS,"MICR-23K Robot",6,3,2697,899
136,2264,01/05/2021,"Jessalin Bestwerthick",Mobile,Alabama,EB521,4,eBooks,EB,"Understanding Artificial Intelligence",4,5,95,19
138,2309,10/05/2021,"Clement Milvarnie",Newark,"New Jersey",EB519,4,eBooks,EB,"Spherical Robots",4,3,48,16
139,1765,16/01/2021,"Ebony Roelofs",Indianapolis,Indiana,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,1,37,37
141,1703,03/01/2021,"Waylin Bernolet",Appleton,Wisconsin,TV802,7,"Training Videos",TV,"AI for Educators",7,3,147,49
141,1329,11/10/2020,"Waylin Bernolet",Appleton,Wisconsin,RK604,5,"Robot Kits",RK,BYOR-2640S,5,3,567,189
141,1303,06/10/2020,"Waylin Bernolet",Appleton,Wisconsin,BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,3,36,12
141,360,15/03/2020,"Waylin Bernolet",Appleton,Wisconsin,DK209,2,"Drone Kits",DK,BYOD-550,2,4,716,179
142,1208,16/09/2020,"Ezequiel Blakeden",Louisville,Kentucky,BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,2,22,11
143,1072,19/08/2020,"Margery Pourvoieur","Fort Pierce",Florida,TV813,7,"Training Videos",TV,"Virtual Reality Basics",7,3,87,29
143,1010,04/08/2020,"Margery Pourvoieur","Fort Pierce",Florida,DK203,2,"Drone Kits",DK,BYOD-220,2,5,345,69
146,1058,16/08/2020,"Monte Scutter",Newark,"New Jersey",TV805,7,"Training Videos",TV,"Industrial 3D Printing",7,6,294,49
146,270,24/02/2020,"Monte Scutter",Newark,"New Jersey",TV812,7,"Training Videos",TV,"Understanding Raspberry PI",7,1,28,28
148,32,06/01/2020,"Oswell Cuthbert",Mobile,Alabama,DK203,2,"Drone Kits",DK,BYOD-220,2,3,207,69
149,499,14/04/2020,"Lida Hasard",Roanoke,Virginia,RS706,6,Robots,RS,"RWW-75 Robot",6,4,3532,883
150,226,14/02/2020,"Pollyanna Stonehewer",Houston,Texas,RS703,6,Robots,RS,"RCB-889 Robot",6,3,1647,549
152,1980,28/02/2021,"Margaretta Gales",Alhambra,California,RK602,5,"Robot Kits",RK,BYOR-1000,5,4,756,189
152,1182,11/09/2020,"Margaretta Gales",Alhambra,California,RS702,6,Robots,RS,"MICR-23K Robot",6,4,3596,899
152,805,21/06/2020,"Margaretta Gales",Alhambra,California,DS303,3,Drones,DS,"DTD-7000 Drone",3,5,2250,450
153,1341,13/10/2020,"Thor Illiston",Detroit,Michigan,TV806,7,"Training Videos",TV,"Mapping with Drones",7,2,98,49
154,1792,22/01/2021,"Frank Martini",Chicago,Illinois,DK206,2,"Drone Kits",DK,BYOD-400,2,4,476,119
154,1038,10/08/2020,"Frank Martini",Chicago,Illinois,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,3,111,37
155,951,21/07/2020,"Siobhan Gildea","Fort Wayne",Indiana,DK203,2,"Drone Kits",DK,BYOD-220,2,4,276,69
155,831,26/06/2020,"Siobhan Gildea","Fort Wayne",Indiana,RS703,6,Robots,RS,"RCB-889 Robot",6,2,1098,549
156,1513,20/11/2020,"Eran Grombridge",Washington,"District of Columbia",EB516,4,eBooks,EB,"RTF Drones",4,4,64,16
156,215,12/02/2020,"Eran Grombridge",Washington,"District of Columbia",TV808,7,"Training Videos",TV,"Robotic Essentials",7,5,170,34
157,33,06/01/2020,"Odelia Halbard",Birmingham,Alabama,RS706,6,Robots,RS,"RWW-75 Robot",6,3,2649,883
157,13,02/01/2020,"Odelia Halbard",Birmingham,Alabama,EB508,4,eBooks,EB,"Fixed Wing Drones",4,3,45,15
158,611,11/05/2020,"Aubree Pomphrey",Tucson,Arizona,EB517,4,eBooks,EB,"SCARA Robots",4,3,57,19
160,1782,19/01/2021,"Delcine Giffard",Syracuse,"New York",DS304,3,Drones,DS,"DTE-QFN20 Drone",3,5,1250,250
160,111,23/01/2020,"Delcine Giffard",Syracuse,"New York",DS305,3,Drones,DS,"DTI-84 Drone",3,5,2275,455
162,1274,29/09/2020,"Gabrielle Willans",Beaverton,Oregon,EB517,4,eBooks,EB,"SCARA Robots",4,3,57,19
163,1282,30/09/2020,"Patricio Coils","Shawnee Mission",Kansas,RK605,5,"Robot Kits",RK,BYOR-3000,5,3,642,214
163,761,09/06/2020,"Patricio Coils","Shawnee Mission",Kansas,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,3,111,37
164,702,29/05/2020,"Reagen Bulstrode",Minneapolis,Minnesota,EB520,4,eBooks,EB,"Understanding Arduino",4,4,68,17
165,1656,23/12/2020,"Wells Grieveson",Torrance,California,RK605,5,"Robot Kits",RK,BYOR-3000,5,3,642,214
169,1284,01/10/2020,"Ibby Romer",Wilmington,Delaware,RK607,5,"Robot Kits",RK,BYOR-4005,5,4,980,245
169,1027,08/08/2020,"Ibby Romer",Wilmington,Delaware,BP102,1,Blueprints,BP,"Bsquare Robot Blueprint",1,5,40,8
170,1871,06/02/2021,"Tyrone Burnhams",Baltimore,Maryland,EB501,4,eBooks,EB,"Articulated Robots",4,2,46,23
170,405,26/03/2020,"Tyrone Burnhams",Baltimore,Maryland,DK203,2,"Drone Kits",DK,BYOD-220,2,5,345,69
172,2151,08/04/2021,"Jo ann Murden",Washington,"District of Columbia",DK204,2,"Drone Kits",DK,BYOD-300,2,3,267,89
173,401,24/03/2020,"Dannie Geockle",Ocala,Florida,DK202,2,"Drone Kits",DK,BYOD-200,2,3,174,58
174,2001,04/03/2021,"Pail Franken",Topeka,Kansas,EB505,4,eBooks,EB,"Delivery Drones",4,4,56,14
179,1949,22/02/2021,"Aindrea Kingaby","West Palm Beach",Florida,EB505,4,eBooks,EB,"Delivery Drones",4,3,42,14
179,1368,18/10/2020,"Aindrea Kingaby","West Palm Beach",Florida,DK207,2,"Drone Kits",DK,BYOD-400S,2,5,645,129
179,14,02/01/2020,"Aindrea Kingaby","West Palm Beach",Florida,BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,2,24,12
180,1934,17/02/2021,"Joyce Brayshay",Lubbock,Texas,RS705,6,Robots,RS,"RQTE-554 Robot",6,4,2736,684
180,1615,13/12/2020,"Joyce Brayshay",Lubbock,Texas,EB505,4,eBooks,EB,"Delivery Drones",4,4,56,14
181,1015,06/08/2020,"Bibby Yerrington","Ann Arbor",Michigan,EB506,4,eBooks,EB,"Delta Robots",4,5,80,16
181,790,17/06/2020,"Bibby Yerrington","Ann Arbor",Michigan,EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
183,320,04/03/2020,"Ricoriki Hargreaves",Columbus,Ohio,EB513,4,eBooks,EB,"Photograph Drones",4,5,70,14
184,1981,28/02/2021,"Tim Honig","Maple Plain",Minnesota,DK205,2,"Drone Kits",DK,BYOD-350,2,4,356,89
184,1445,03/11/2020,"Tim Honig","Maple Plain",Minnesota,BP101,1,Blueprints,BP,"All Eyes Drone Blueprint",1,4,36,9
184,944,20/07/2020,"Tim Honig","Maple Plain",Minnesota,TV804,7,"Training Videos",TV,"Drone Video Techniques",7,4,148,37
185,2053,16/03/2021,"Umberto Lamboll",Fresno,California,RS704,6,Robots,RS,"RLK-9920 Robot",6,2,1398,699
185,1935,18/02/2021,"Umberto Lamboll",Fresno,California,EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
185,1097,24/08/2020,"Umberto Lamboll",Fresno,California,EB516,4,eBooks,EB,"RTF Drones",4,3,48,16
185,71,15/01/2020,"Umberto Lamboll",Fresno,California,BP110,1,Blueprints,BP,"Sleepy Eye Blueprint",1,5,55,11
187,1583,07/12/2020,"Andrej Bentley",Atlanta,Georgia,EB516,4,eBooks,EB,"RTF Drones",4,3,48,16
187,396,23/03/2020,"Andrej Bentley",Atlanta,Georgia,BP107,1,Blueprints,BP,"Ladybug Robot Blueprint",1,1,12,12
187,358,14/03/2020,"Andrej Bentley",Atlanta,Georgia,TV802,7,"Training Videos",TV,"AI for Educators",7,5,245,49
188,1610,12/12/2020,"Brunhilda Lerner",Toledo,Ohio,BP106,1,Blueprints,BP,"Hexacopter Drone Blueprint",1,6,48,8
189,1437,02/11/2020,"Giavani Newlands","El Paso",Texas,BP108,1,Blueprints,BP,"Panda Robot Blueprint",1,6,42,7
189,572,05/05/2020,"Giavani Newlands","El Paso",Texas,EB519,4,eBooks,EB,"Spherical Robots",4,3,48,16
190,450,03/04/2020,"Edwin Rowan",Mesquite,Texas,EB505,4,eBooks,EB,"Delivery Drones",4,5,70,14
191,2049,15/03/2021,"Vivie Seeking","Colorado Springs",Colorado,DS306,3,Drones,DS,"DX-145 Drone",3,4,1000,250
193,1234,22/09/2020,"Urbain Tourry",Waco,Texas,DK202,2,"Drone Kits",DK,BYOD-200,2,6,348,58
193,1163,07/09/2020,"Urbain Tourry",Waco,Texas,EB511,4,eBooks,EB,"Helicopter Drones",4,2,40,20
196,1420,28/10/2020,"Denise Lardez",Fullerton,California,DK209,2,"Drone Kits",DK,BYOD-550,2,1,179,179
198,2242,26/04/2021,"Halley Brisley",Omaha,Nebraska,EB503,4,eBooks,EB,"Building Your Own Drone",4,3,72,24
198,1627,17/12/2020,"Halley Brisley",Omaha,Nebraska,RK603,5,"Robot Kits",RK,BYOR-1500,5,5,945,189
198,1569,05/12/2020,"Halley Brisley",Omaha,Nebraska,EB503,4,eBooks,EB,"Building Your Own Drone",4,4,96,24
198,1523,23/11/2020,"Halley Brisley",Omaha,Nebraska,DK205,2,"Drone Kits",DK,BYOD-350,2,5,445,89
198,262,21/02/2020,"Halley Brisley",Omaha,Nebraska,BP108,1,Blueprints,BP,"Panda Robot Blueprint",1,5,35,7
200,1957,23/02/2021,"Lianne Chippindall",Washington,"District of Columbia",TV805,7,"Training Videos",TV,"Industrial 3D Printing",7,5,245,49
200,1060,16/08/2020,"Lianne Chippindall",Washington,"District of Columbia",EB509,4,eBooks,EB,"GPS Drones",4,4,76,19
200,802,20/06/2020,"Lianne Chippindall",Washington,"District of Columbia",DS305,3,Drones,DS,"DTI-84 Drone",3,2,910,455
200,351,13/03/2020,"Lianne Chippindall",Washington,"District of Columbia",RS706,6,Robots,RS,"RWW-75 Robot",6,4,3532,883
201,742,04/06/2020,"Clem Baldin",Washington,"District of Columbia",TV808,7,"Training Videos",TV,"Robotic Essentials",7,2,68,34
202,194,08/02/2020,"Toiboid Cowper","Fort Worth",Texas,RS706,6,Robots,RS,"RWW-75 Robot",6,4,3532,883
203,204,10/02/2020,"Eldridge Winman","Las Vegas",Nevada,EB513,4,eBooks,EB,"Photograph Drones",4,3,42,14
204,179,06/02/2020,"Norrie Acheson",Minneapolis,Minnesota,EB505,4,eBooks,EB,"Delivery Drones",4,3,42,14
